"full_name","spkid","orbit_id","a","e","i","q","ad","om","w","ma","n","tp","neo","pha"
"288807 (2004 RW164)",20288807,"JPL 61",1.49,0.3766,36.78,0.929,2.05,164.93,342.88,246.85,0.542,2460809.26,Y,Y
"289315 (2005 AN26)",20289315,"JPL 38",2.32,0.6379,4.92,0.840,3.80,175.79,208.49,238.91,0.2789,2461034.62,Y,Y
"290772 (2005 VC)",20290772,"JPL 36",2.085,0.5929,4.49,0.849,3.32,227.79,290.38,27.83,0.3274,2460515.48,Y,Y
"292165 (2006 SC6)",20292165,"JPL 120",1.203,0.5805,30.26,0.505,1.90,152.97,355.57,149.84,0.7471,2460399.94,Y,N
"292220 (2006 SU49)",20292220,"JPL 111",1.412,0.3117,2.52,0.972,1.85,303.06,199.10,153.84,0.5875,2460338.65,Y,Y
"293054 (2006 WP127)",20293054,"JPL 114",2.53,0.7674,6.08,0.589,4.47,178.24,23.00,122.31,0.2449,2460100.98,Y,N
"293726 (2007 RQ17)",20293726,"JPL 40",1.578,0.3693,2.01,0.995,2.16,350.47,302.28,243.58,0.4974,2460834.57,Y,N
"294739 (2008 CM)",20294739,"JPL 349",1.566,0.4080,36.01,0.927,2.20,279.54,130.69,196.87,0.503,2460924.83,Y,Y
"296318 (2009 EN2)",20296318,"JPL 31",1.659,0.5244,47.36,0.789,2.53,144.81,138.11,80.54,0.4612,2460425.86,Y,N
"297274 (1996 SK)",20297274,"JPL 83",2.445,0.7905,1.97,0.512,4.38,195.51,286.33,113.57,0.2577,2460159.87,Y,Y
"297300 (1998 SC15)",20297300,"JPL 126",1.273,0.4144,16.08,0.745,1.80,198.68,277.49,337.60,0.6863,2460633.14,Y,Y
"299582 (2006 GQ2)",20299582,"JPL 57",1.29,0.4659,25.83,0.689,1.89,13.88,64.55,284.29,0.6724,2460713.09,Y,N
"301011 (2008 JO)",20301011,"JPL 143",1.509,0.5455,5.37,0.686,2.33,276.83,194.84,348.83,0.5317,2460621.51,Y,N
"301844 (1990 UA)",20301844,"JPL 41",1.642,0.5260,0.93,0.778,2.51,104.28,202.58,87.51,0.4682,2460413.60,Y,Y
"302010 (2000 SH8)",20302010,"JPL 37",1.688,0.4895,56.38,0.862,2.51,1.85,86.23,314.01,0.4493,2460702.85,Y,N
"302156 (2001 SF286)",20302156,"JPL 58",1.268,0.6456,29.51,0.450,2.09,231.96,19.03,100.23,0.69,2460455.25,Y,N
"302311 (2002 AA)",20302311,"JPL 107",1.148,0.3022,11.28,0.801,1.49,302.16,64.66,249.61,0.8015,2460738.23,Y,N
"302830 (2003 FB)",20302830,"JPL 76",1.473,0.4423,16.97,0.821,2.12,38.62,46.22,64.80,0.5514,2460482.98,Y,N
"302831 (2003 FH)",20302831,"JPL 75",1.389,0.5406,25.80,0.638,2.14,24.12,274.37,5.07,0.6021,2460592.09,Y,Y
"303248 (2004 QV16)",20303248,"JPL 87",1.769,0.5742,28.49,0.753,2.79,196.15,49.35,225.45,0.4188,2460921.78,Y,N
"303262 (2004 RJ84)",20303262,"JPL 155",1.095,0.3106,13.23,0.755,1.43,342.92,189.81,38.29,0.8607,2460556.01,Y,N
"303449 (2005 BE2)",20303449,"JPL 68",2.015,0.6279,6.60,0.750,3.28,92.50,162.58,263.93,0.3446,2460879.25,Y,N
"303450 (2005 BY2)",20303450,"JPL 55",1.269,0.3306,7.29,0.850,1.69,74.44,130.28,240.46,0.6893,2460773.91,Y,Y
"303933 (2005 VQ)",20303933,"JPL 81",1.126,0.4889,19.13,0.575,1.68,54.41,184.24,93.63,0.8254,2460487.06,Y,N
"304293 (2006 SQ78)",20304293,"JPL 73",1.172,0.3392,36.06,0.774,1.57,208.10,33.02,192.18,0.777,2460816.49,Y,N
"304330 (2006 SX217)",20304330,"JPL 91",1.412,0.3103,21.04,0.974,1.85,32.60,176.24,92.72,0.5876,2460442.71,Y,Y
"304640 (2006 WW1)",20304640,"JPL 76",1.418,0.5044,9.41,0.703,2.13,240.31,322.66,136.47,0.5839,2460366.79,Y,N
"306367 Nut (5025 P-L)",20306367,"JPL 63",2.539,0.7406,3.76,0.659,4.42,346.24,152.81,12.25,0.2437,2460550.23,Y,N
"307005 (2001 XP1)",20307005,"JPL 30",2.89,0.7528,39.21,0.714,5.07,268.07,246.31,215.45,0.2006,2461321.11,Y,Y
"307070 (2002 AV31)",20307070,"JPL 129",1.309,0.2492,14.98,0.983,1.64,119.26,267.48,126.87,0.6579,2460407.65,Y,N
"307493 (2002 XP90)",20307493,"JPL 96",2.079,0.5861,23.12,0.861,3.30,78.55,324.19,116.65,0.3287,2460245.65,Y,N
"308041 (2004 TN)",20308041,"JPL 70",1.428,0.4356,14.05,0.806,2.05,17.11,160.01,134.63,0.5776,2460367.42,Y,N
"308043 (2004 TH10)",20308043,"JPL 103",1.25,0.8287,14.29,0.214,2.29,271.20,266.78,36.99,0.7049,2460548.03,Y,N
"308635 (2005 YU55)",20308635,"JPL 135",1.157,0.4305,0.34,0.659,1.65,35.93,273.56,189.35,0.7921,2460815.93,Y,Y
"310560 (2001 QL142)",20310560,"JPL 81",1.049,0.4991,26.60,0.526,1.57,165.55,72.15,267.48,0.9168,2460701.42,Y,Y
"311044 (2004 BB103)",20311044,"JPL 76",1.908,0.6220,55.86,0.721,3.09,271.07,71.49,332.19,0.3741,2460674.84,Y,Y
"311066 (2004 DC)",20311066,"JPL 114",1.634,0.3996,19.46,0.981,2.29,74.90,156.37,296.12,0.472,2460735.84,Y,Y
"311555 (2006 BA148)",20311555,"JPL 38",1.631,0.6142,15.76,0.629,2.63,327.57,26.10,89.11,0.4732,2460412.19,Y,N
"312942 (1995 EK1)",20312942,"JPL 113",2.262,0.7769,9.07,0.505,4.02,352.56,299.85,224.10,0.2897,2461069.61,Y,N
"312956 (1997 CZ3)",20312956,"JPL 59",1.406,0.5407,6.61,0.646,2.17,314.20,33.61,313.74,0.5915,2460678.72,Y,N
"313538 (2002 YB12)",20313538,"JPL 82",1.687,0.5510,14.03,0.758,2.62,271.00,306.13,280.29,0.4497,2460777.78,Y,N
"313552 (2003 BX33)",20313552,"JPL 67",1.182,0.4226,7.92,0.683,1.68,143.14,221.28,42.54,0.7669,2460545.03,Y,N
"313809 (2004 BH41)",20313809,"JPL 56",1.195,0.5001,30.44,0.597,1.79,123.19,200.37,87.24,0.7546,2460484.88,Y,N
"314079 (2005 CV25)",20314079,"JPL 40",1.257,0.3109,23.87,0.866,1.65,326.69,357.42,163.30,0.6995,2460367.03,Y,N
"314082 Dryope (2005 CZ36)",20314082,"JPL 71",2.235,0.5766,16.18,0.946,3.52,116.62,139.53,272.32,0.295,2460897.77,Y,Y
"314212 (2005 NJ1)",20314212,"JPL 46",2.132,0.6511,6.46,0.744,3.52,316.16,82.62,45.75,0.3166,2460455.98,Y,Y
"317255 (2002 DJ5)",20317255,"JPL 73",1.401,0.5678,6.43,0.605,2.20,347.86,296.19,161.26,0.5945,2460329.25,Y,Y
"317643 (2003 FH1)",20317643,"JPL 145",1.184,0.4397,14.64,0.663,1.70,40.19,29.19,330.11,0.7649,2460639.57,Y,N
"318411 (2005 AH14)",20318411,"JPL 82",2.316,0.6106,12.82,0.902,3.73,59.27,192.77,195.81,0.2796,2461187.77,Y,N
"319988 (2007 DK)",20319988,"JPL 49",1.396,0.5505,5.18,0.627,2.16,290.80,355.10,180.00,0.5977,2460901.67,Y,N
"322705 (2000 DK8)",20322705,"JPL 35",2.525,0.6904,12.72,0.782,4.27,102.71,340.86,61.38,0.2456,2460350.60,Y,N
"322763 (2001 FA7)",20322763,"JPL 132",2.007,0.5360,22.83,0.931,3.08,352.36,62.67,167.22,0.3466,2460118.09,Y,N
"323179 (2003 HR32)",20323179,"JPL 88",1.748,0.6869,8.28,0.547,2.95,341.92,352.74,64.20,0.4264,2460449.93,Y,N
"323300 (2003 UD22)",20323300,"JPL 75",1.169,0.3184,10.08,0.797,1.54,253.78,23.54,288.24,0.7802,2460692.48,Y,N
"326302 (1998 VN)",20326302,"JPL 42",1.387,0.3448,12.03,0.909,1.87,227.93,245.97,277.24,0.6034,2460737.66,Y,N
"326354 (2000 SJ344)",20326354,"JPL 40",1.141,0.1748,5.75,0.941,1.34,14.74,18.86,258.33,0.8092,2460726.15,Y,N
"326386 (2001 OA14)",20326386,"JPL 58",1.089,0.4216,29.24,0.630,1.55,309.51,144.40,55.93,0.8675,2460536.02,Y,N
"326388 (2001 QD96)",20326388,"JPL 111",1.274,0.4963,17.96,0.642,1.91,330.28,145.78,275.58,0.6855,2460723.65,Y,N
"329275 (1999 VP6)",20329275,"JPL 68",1.378,0.3046,12.82,0.959,1.80,227.09,108.91,179.54,0.609,2460305.67,Y,N
"329338 (2001 JW2)",20329338,"JPL 88",1.698,0.4885,9.59,0.869,2.53,247.22,87.94,166.58,0.4454,2460226.53,Y,N
"329395 (2002 AC)",20329395,"JPL 28",2.257,0.6464,34.78,0.798,3.72,72.86,132.23,241.99,0.2906,2461006.60,Y,N
"329614 (2003 KU2)",20329614,"JPL 96",2.69,0.6770,5.40,0.869,4.51,105.21,246.81,272.06,0.2234,2460994.04,Y,Y
"329770 (2004 JA)",20329770,"JPL 73",1.356,0.6285,29.59,0.504,2.21,56.86,54.36,20.05,0.6243,2460568.39,Y,N
"329774 (2004 LE)",20329774,"JPL 64",2.648,0.8370,40.40,0.432,4.86,211.54,185.24,239.08,0.2287,2461129.12,Y,N
"330233 (2006 KV86)",20330233,"JPL 42",1.543,0.3740,37.08,0.966,2.12,220.04,153.86,90.72,0.5142,2460424.07,Y,Y
"330809 (2008 VK14)",20330809,"JPL 57",1.542,0.5057,6.91,0.762,2.32,308.15,30.06,143.62,0.5148,2460321.53,Y,N
"331471 (1984 QY1)",20331471,"JPL 257",2.502,0.8934,14.28,0.267,4.74,142.26,337.17,53.30,0.2491,2460386.50,Y,N
"331876 (2004 CL)",20331876,"JPL 42",1.284,0.5362,13.31,0.596,1.97,109.39,274.69,123.38,0.6772,2460418.31,Y,Y
"331990 (2005 FD)",20331990,"JPL 50",1.461,0.3941,11.33,0.885,2.04,13.34,270.95,330.49,0.5583,2460653.36,Y,N
"332408 (2007 MM13)",20332408,"JPL 101",1.401,0.5683,38.21,0.605,2.20,242.57,294.46,191.11,0.5944,2460884.64,Y,N
"332446 (2008 AF4)",20332446,"JPL 135",1.38,0.4101,8.93,0.814,1.95,109.31,293.35,146.62,0.6079,2460359.30,Y,Y
"332775 (2009 VO24)",20332775,"JPL 53",1.547,0.4619,6.06,0.832,2.26,163.67,343.58,220.38,0.5122,2460873.11,Y,N
"333480 (2004 TC10)",20333480,"JPL 60",1.121,0.4072,14.11,0.664,1.58,16.42,136.02,215.43,0.8309,2460774.48,Y,N
"333510 (2005 MD)",20333510,"JPL 41",1.759,0.6077,20.74,0.690,2.83,188.92,202.54,52.95,0.4226,2460475.18,Y,N
"333521 (2005 PO)",20333521,"JPL 61",1.252,0.3731,12.51,0.785,1.72,300.48,249.55,346.44,0.7034,2460619.78,Y,Y
"333578 (2006 KM103)",20333578,"JPL 94",1.573,0.3766,11.68,0.981,2.17,169.45,197.03,35.66,0.4994,2460529.10,Y,Y
"333707 (2008 YT30)",20333707,"JPL 79",1.27,0.2755,16.14,0.920,1.62,269.54,334.17,234.72,0.6887,2460782.42,Y,N
"333755 (2010 VC1)",20333755,"JPL 69",1.156,0.5585,20.96,0.510,1.80,182.22,2.26,353.20,0.7931,2460609.08,Y,N
"334673 (2003 AL18)",20334673,"JPL 135",1.685,0.4165,15.72,0.983,2.39,312.88,246.72,307.33,0.4508,2460717.34,Y,N
"337053 (1996 XW1)",20337053,"JPL 29",1.725,0.4543,30.59,0.942,2.51,247.81,264.66,68.01,0.4349,2460444.11,Y,N
"337075 (1998 QC1)",20337075,"JPL 60",1.984,0.5901,9.65,0.813,3.15,308.34,115.47,101.77,0.3528,2460312.02,Y,Y
"337118 (1999 TX2)",20337118,"JPL 63",1.281,0.4639,61.37,0.687,1.88,179.94,53.54,169.32,0.6798,2460351.45,Y,N
"337252 (2000 SD8)",20337252,"JPL 59",1.129,0.3138,6.55,0.775,1.48,19.04,211.64,115.70,0.8219,2460459.73,Y,N
"337558 (2001 SG262)",20337558,"JPL 41",1.962,0.5829,4.82,0.818,3.11,359.03,100.26,115.78,0.3587,2460277.76,Y,Y
"338049 (2002 NY31)",20338049,"JPL 61",2.212,0.5458,40.93,1.005,3.42,118.03,282.87,239.81,0.2995,2461001.75,Y,N
"339714 (2005 ST1)",20339714,"JPL 85",1.451,0.3710,20.23,0.913,1.99,7.55,80.69,279.16,0.5638,2460743.89,Y,N
"339715 (2005 SS4)",20339715,"JPL 37",1.46,0.7515,14.56,0.363,2.56,28.63,192.33,344.17,0.5588,2460628.82,Y,N
"340291 (2006 CV)",20340291,"JPL 42",1.147,0.3822,20.19,0.708,1.58,330.37,284.69,9.20,0.8028,2460589.04,Y,N
"342866 (2008 YU32)",20342866,"JPL 53",1.537,0.5955,3.41,0.622,2.45,232.57,83.97,142.65,0.5172,2460324.67,Y,Y
"343158 Marsyas (2009 HC82)",20343158,"JPL 82",2.527,0.8067,154.35,0.488,4.57,295.50,299.00,349.24,0.2453,2460644.36,Y,N
"343166 (2009 SO103)",20343166,"JPL 89",2.004,0.6635,29.48,0.674,3.33,194.65,304.63,57.00,0.3474,2460436.39,Y,N
"344076 (1998 HJ3)",20344076,"JPL 48",1.985,0.7463,6.56,0.504,3.47,223.55,94.19,137.52,0.3523,2460210.17,Y,Y
"345813 (2007 HX4)",20345813,"JPL 50",1.318,0.3319,56.56,0.880,1.75,41.67,14.55,300.76,0.6517,2460691.40,Y,N
"347634 (2001 SW269)",20347634,"JPL 48",1.122,0.5542,24.46,0.500,1.74,191.22,29.48,251.63,0.829,2460731.22,Y,N
"348314 (2005 BC)",20348314,"JPL 118",1.19,0.2781,30.12,0.859,1.52,292.45,84.20,123.73,0.7595,2460437.60,Y,Y
"348461 (2005 SH19)",20348461,"JPL 61",2.27,0.8554,47.99,0.328,4.21,18.34,158.47,149.47,0.2882,2460081.85,Y,N
"348776 (2006 KZ37)",20348776,"JPL 94",1.285,0.2088,21.37,1.017,1.55,95.66,243.24,151.81,0.6768,2460376.19,Y,N
"349063 (2006 XA)",20349063,"JPL 136",2.197,0.5474,10.32,0.994,3.40,252.73,301.06,145.78,0.3026,2460118.81,Y,N
"349068 (2006 YT13)",20349068,"JPL 98",1.323,0.4258,38.24,0.760,1.89,116.69,105.45,205.04,0.6478,2460839.70,Y,Y
"349074 (2007 BM8)",20349074,"JPL 64",1.342,0.7208,27.64,0.375,2.31,87.62,179.28,89.45,0.6343,2460459.47,Y,N
"349219 (2007 SV11)",20349219,"JPL 48",1.734,0.4939,32.22,0.878,2.59,292.21,23.75,176.56,0.4317,2460191.50,Y,N
"349507 (2008 QY)",20349507,"JPL 167",1.168,0.5817,13.56,0.488,1.85,1.91,254.90,338.34,0.7809,2460628.24,Y,Y
"349925 (2009 WC26)",20349925,"JPL 101",2.171,0.6973,12.02,0.657,3.68,203.05,350.92,190.26,0.3081,2461151.35,Y,N
"349928 (2009 WD106)",20349928,"JPL 54",1.933,0.7764,10.98,0.432,3.43,294.53,16.72,217.83,0.3666,2460988.27,Y,N
"350523 (2000 EA14)",20350523,"JPL 61",1.117,0.2026,3.56,0.891,1.34,203.83,206.06,39.54,0.8349,2460553.14,Y,Y
"350751 (2002 AW)",20350751,"JPL 130",1.072,0.2567,0.57,0.796,1.35,161.76,119.33,42.35,0.8886,2460552.84,Y,Y
"350988 (2003 GW)",20350988,"JPL 169",1.821,0.4763,49.43,0.953,2.69,183.16,90.62,221.49,0.4012,2460945.70,Y,N
"351278 (2004 SB20)",20351278,"JPL 74",1.183,0.4134,30.27,0.694,1.67,30.90,209.41,298.54,0.7662,2460680.71,Y,N
"351331 (2004 XH29)",20351331,"JPL 70",1.381,0.5030,22.64,0.686,2.08,232.04,334.14,15.84,0.6072,2460574.42,Y,N
"351340 (2004 YC5)",20351340,"JPL 68",1.929,0.6173,11.39,0.738,3.12,334.56,27.17,166.51,0.3678,2460147.77,Y,N
"351370 (2005 EY)",20351370,"JPL 67",2.512,0.8921,17.26,0.271,4.75,62.41,185.80,312.79,0.2475,2460791.25,Y,N
"351545 (2005 TE15)",20351545,"JPL 106",1.205,0.3437,13.13,0.791,1.62,10.86,241.17,213.95,0.7455,2460796.40,Y,N
"352102 (2007 AG12)",20352102,"JPL 51",2.09,0.6565,41.97,0.718,3.46,305.39,68.23,354.95,0.3261,2460615.99,Y,Y
"353947 (1999 CT8)",20353947,"JPL 48",1.25,0.3941,44.49,0.757,1.74,337.12,40.07,211.90,0.7056,2460810.38,Y,N
"354101 (2001 YF1)",20354101,"JPL 71",1.486,0.3395,20.02,0.981,1.99,279.41,289.95,138.30,0.5442,2460346.36,Y,N
"354182 (2002 DU3)",20354182,"JPL 68",1.145,0.2383,8.71,0.873,1.42,0.61,245.59,102.40,0.804,2460473.14,Y,Y
"354876 (2006 BG55)",20354876,"JPL 115",1.471,0.5982,12.45,0.591,2.35,140.90,167.66,50.48,0.5527,2460509.17,Y,N
"355046 (2006 SO19)",20355046,"JPL 58",1.243,0.2722,14.24,0.904,1.58,98.29,169.77,75.44,0.7116,2460494.48,Y,N
"356394 (2010 QD2)",20356394,"JPL 72",2.009,0.7861,10.66,0.430,3.59,120.56,125.98,12.48,0.3462,2460564.45,Y,N
"356991 (1998 QA1)",20356991,"JPL 54",2.102,0.5339,8.19,0.980,3.22,298.85,333.15,223.83,0.3233,2461021.65,Y,Y
"357005 (1999 HA2)",20357005,"JPL 45",2.781,0.7024,15.21,0.827,4.73,147.19,344.46,184.01,0.2126,2461428.44,Y,N
"357022 (1999 YG3)",20357022,"JPL 82",1.285,0.3295,34.52,0.861,1.71,293.25,250.24,318.54,0.6769,2460661.76,Y,Y
"357024 (1999 YR14)",20357024,"JPL 109",1.651,0.4000,3.73,0.991,2.31,2.98,9.70,285.74,0.4644,2460760.40,Y,Y
"357028 (2000 EJ26)",20357028,"JPL 49",1.383,0.6147,9.23,0.533,2.23,10.48,285.90,347.63,0.6062,2460620.90,Y,Y
"357439 (2004 BL86)",20357439,"JPL 103",1.502,0.4025,23.78,0.898,2.11,126.65,311.51,120.93,0.5352,2460374.57,Y,Y
"357594 (2004 XL35)",20357594,"JPL 49",1.355,0.2784,27.30,0.978,1.73,73.75,356.21,210.77,0.6246,2460839.42,Y,Y
"357618 (2005 EM30)",20357618,"JPL 51",1.203,0.3367,53.08,0.798,1.61,1.80,293.05,199.22,0.7467,2460815.82,Y,N
"357621 (2005 EG94)",20357621,"JPL 78",1.604,0.4646,10.74,0.859,2.35,332.01,38.45,17.49,0.4851,2460564.46,Y,N
"357622 (2005 EY95)",20357622,"JPL 81",1.084,0.5384,3.17,0.500,1.67,72.86,342.14,197.54,0.8736,2460786.46,Y,Y
"358453 (2007 EH88)",20358453,"JPL 59",1.123,0.4411,12.09,0.627,1.62,3.79,324.32,143.50,0.8285,2460427.31,Y,N
"358471 (2007 NS4)",20358471,"JPL 31",1.875,0.5972,5.78,0.755,2.99,10.96,47.58,213.25,0.3839,2460982.75,Y,Y
"358744 (2008 CR118)",20358744,"JPL 125",1.842,0.5118,3.92,0.899,2.78,121.42,157.22,180.30,0.3943,2461056.23,Y,Y
"359170 (2009 CN5)",20359170,"JPL 25",1.545,0.4655,11.91,0.826,2.26,349.71,53.25,97.78,0.5133,2460410.01,Y,Y
"359242 (2009 FT)",20359242,"JPL 38",1.571,0.7240,14.56,0.434,2.71,90.66,220.65,284.53,0.5003,2460751.33,Y,N
"359369 (2009 YG)",20359369,"JPL 48",2.15,0.6960,3.38,0.654,3.65,138.62,67.77,237.63,0.3126,2460991.94,Y,Y
"360191 (1988 TA)",20360191,"JPL 53",1.54,0.4786,2.53,0.803,2.28,194.65,105.26,329.39,0.5156,2460659.86,Y,Y
"360433 (2002 JR9)",20360433,"JPL 92",2.39,0.6353,9.79,0.872,3.91,122.48,204.36,4.96,0.2667,2460581.89,Y,N
"361518 (2007 FD)",20361518,"JPL 47",2.06,0.6022,6.95,0.819,3.30,222.48,183.56,62.73,0.3335,2460412.38,Y,N
"361538 (2007 JZ20)",20361538,"JPL 110",1.311,0.3351,40.48,0.872,1.75,200.48,139.03,155.44,0.6566,2460363.74,Y,N
"361689 (2007 VY7)",20361689,"JPL 33",1.816,0.5033,6.36,0.902,2.73,108.02,9.62,306.33,0.4029,2460733.71,Y,N
"361754 (2007 YV29)",20361754,"JPL 50",1.373,0.3568,21.88,0.883,1.86,59.30,321.87,201.77,0.6124,2460858.87,Y,Y
"361861 (2008 ED69)",20361861,"JPL 42",2.91,0.7394,36.36,0.758,5.06,149.50,173.28,104.66,0.1986,2460073.43,Y,N
"362310 (2009 UM3)",20362310,"JPL 64",2.44,0.7859,12.73,0.522,4.36,162.42,128.77,356.35,0.2586,2460614.61,Y,N
"363024 (1998 OK1)",20363024,"JPL 80",1.356,0.4293,13.99,0.774,1.94,109.64,298.64,160.98,0.6241,2460342.58,Y,Y
"363067 (2000 CO101)",20363067,"JPL 161",1.076,0.0901,15.32,0.979,1.17,353.03,64.95,125.28,0.8826,2460458.56,Y,Y
"363071 (2000 GD147)",20363071,"JPL 21",1.893,0.5500,7.09,0.852,2.93,357.38,182.47,150.40,0.3785,2460203.11,Y,N
"363116 (2001 GQ2)",20363116,"JPL 90",1.214,0.5030,21.82,0.604,1.83,37.11,280.30,153.15,0.7365,2460392.55,Y,Y
"363267 (2002 GS)",20363267,"JPL 49",1.353,0.4037,19.76,0.807,1.90,34.71,264.18,58.24,0.6264,2460507.52,Y,N
"363298 (2002 KL3)",20363298,"JPL 55",1.952,0.7484,20.77,0.491,3.41,73.12,293.41,43.51,0.3615,2460480.14,Y,N
"363305 (2002 NV16)",20363305,"JPL 104",1.239,0.2208,3.50,0.965,1.51,183.26,179.24,12.50,0.7148,2460583.01,Y,Y
"363344 (2002 QC7)",20363344,"JPL 64",1.169,0.1960,26.80,0.940,1.40,336.01,184.47,354.54,0.7796,2460607.50,Y,Y
"363599 (2004 FG11)",20363599,"JPL 110",1.587,0.7236,3.14,0.439,2.73,83.45,228.81,69.50,0.4932,2460459.58,Y,Y
"363617 (2004 KK17)",20363617,"JPL 62",1.467,0.5758,41.53,0.622,2.31,103.65,31.56,212.81,0.5548,2460865.81,Y,N
"363734 (2004 XN50)",20363734,"JPL 73",1.681,0.7782,3.31,0.373,2.99,62.40,253.41,55.37,0.4521,2460478.02,Y,Y
"363790 (2005 JE46)",20363790,"JPL 150",1.903,0.5523,8.27,0.852,2.95,238.33,114.77,90.46,0.3754,2460359.54,Y,Y
"363814 (2005 ND7)",20363814,"JPL 69",1.964,0.4824,52.57,1.017,2.91,110.06,241.49,338.98,0.358,2460659.21,Y,N
"363831 (2005 PY16)",20363831,"JPL 65",1.976,0.5250,6.41,0.939,3.01,159.31,193.53,327.45,0.3549,2460692.22,Y,Y
"364877 (2008 EM9)",20364877,"JPL 91",1.958,0.8526,9.44,0.289,3.63,229.68,181.78,41.30,0.3596,2460485.66,Y,N
"365014 (2008 OX2)",20365014,"JPL 77",1.048,0.6019,6.65,0.417,1.68,220.11,252.03,293.32,0.9193,2460673.03,Y,Y
"365071 (2009 AV)",20365071,"JPL 153",1.03,0.0739,45.87,0.954,1.11,150.73,322.13,79.79,0.9433,2460515.91,Y,Y
"365246 (2009 NE)",20365246,"JPL 124",2.677,0.8647,35.03,0.362,4.99,230.42,198.88,154.79,0.225,2459912.50,Y,N
"366746 (2004 LJ)",20366746,"JPL 69",1.087,0.4614,18.28,0.585,1.59,246.69,256.10,52.20,0.8702,2460540.52,Y,Y
"366774 (2004 TB18)",20366774,"JPL 158",1.815,0.4507,13.20,0.997,2.63,120.98,13.18,10.58,0.4032,2460574.26,Y,Y
"367248 (2007 MK13)",20367248,"JPL 55",1.025,0.1397,19.88,0.881,1.17,95.08,259.97,185.35,0.9505,2460784.25,Y,Y
"367390 (2008 MB5)",20367390,"JPL 58",1.428,0.3639,20.41,0.908,1.95,115.19,278.66,135.60,0.5779,2460365.85,Y,N
"367684 (2010 OS22)",20367684,"JPL 94",1.637,0.6887,9.36,0.510,2.76,256.90,179.65,258.66,0.4706,2460815.83,Y,N
"367789 (2011 AG5)",20367789,"JPL 90",1.424,0.3882,3.69,0.871,1.98,135.59,54.05,336.11,0.58,2460641.69,Y,Y
"368203 (2001 KO2)",20368203,"JPL 35",2.479,0.6177,12.46,0.948,4.01,242.30,328.84,339.25,0.2524,2460682.71,Y,Y
"368565 (2004 FE5)",20368565,"JPL 47",1.245,0.6005,18.30,0.497,1.99,189.40,243.47,337.80,0.7092,2460631.80,Y,Y
"369057 (2008 DK5)",20369057,"JPL 34",1.555,0.6151,4.27,0.598,2.51,345.62,81.00,237.26,0.5084,2460841.91,Y,Y
"369264 (2009 MS)",20369264,"JPL 79",2.005,0.5700,52.38,0.862,3.15,252.05,219.54,269.44,0.3472,2460861.37,Y,Y
"369296 (2009 SU19)",20369296,"JPL 46",2.079,0.9000,14.62,0.208,3.95,172.66,342.62,307.18,0.3288,2460761.11,Y,N
"369452 (2010 LG14)",20369452,"JPL 69",1.045,0.7427,34.21,0.269,1.82,271.28,182.85,114.71,0.9224,2460476.14,Y,N
"369454 (2010 NZ1)",20369454,"JPL 25",1.373,0.6466,32.75,0.485,2.26,158.97,37.90,18.77,0.6125,2460569.85,Y,N
"369984 (1998 QR52)",20369984,"JPL 79",1.044,0.2877,17.63,0.743,1.34,316.20,204.35,9.00,0.9246,2460590.77,Y,N
"370061 (2000 YO29)",20370061,"JPL 57",1.816,0.6930,54.62,0.557,3.07,262.60,309.33,226.61,0.4029,2460931.57,Y,N
"370307 (2002 RH52)",20370307,"JPL 225",1.979,0.4911,16.19,1.007,2.95,2.16,96.77,292.54,0.354,2460791.08,Y,N
"371336 (2006 KD1)",20371336,"JPL 69",2.48,0.7849,30.79,0.533,4.43,168.92,338.25,268.80,0.2523,2460961.94,Y,N
"371660 (2007 CN26)",20371660,"JPL 73",1.292,0.2693,7.59,0.944,1.64,159.27,135.69,231.68,0.6708,2460791.79,Y,Y
"373135 (2011 SD173)",20373135,"JPL 65",1.653,0.4974,4.39,0.831,2.48,203.12,59.49,122.83,0.4638,2460335.66,Y,Y
"373428 (1999 TC5)",20373428,"JPL 97",2.016,0.5466,29.13,0.914,3.12,192.29,282.73,235.34,0.3443,2460962.51,Y,N
"373579 (2002 AW11)",20373579,"JPL 69",1.447,0.3304,18.33,0.969,1.93,95.51,91.22,0.60,0.5662,2460599.45,Y,N
"374038 (2004 HW)",20374038,"JPL 95",2.691,0.6353,0.83,0.981,4.40,219.87,62.78,223.39,0.2233,2461212.34,Y,Y
"374158 (2004 UL)",20374158,"JPL 71",1.266,0.9266,23.85,0.093,2.44,39.47,149.68,319.04,0.6916,2460659.72,Y,Y
"374267 (2005 LW)",20374267,"JPL 107",1.467,0.6405,3.14,0.528,2.41,138.08,354.79,357.94,0.5545,2460604.22,Y,N
"374851 (2006 VV2)",20374851,"JPL 176",2.387,0.6054,23.73,0.942,3.83,9.82,145.04,280.26,0.2673,2460898.79,Y,Y
"374855 (2006 VQ13)",20374855,"JPL 67",1.099,0.4458,16.70,0.609,1.59,233.68,73.80,251.14,0.855,2460727.81,Y,Y
"375054 (2007 PF6)",20375054,"JPL 34",1.298,0.4164,25.60,0.758,1.84,316.33,251.27,279.71,0.6662,2460721.01,Y,Y
"375103 (2007 TD71)",20375103,"JPL 56",1.286,0.2799,49.75,0.926,1.65,49.58,220.75,308.16,0.6757,2460677.22,Y,Y
"375657 (2009 CP5)",20375657,"JPL 40",1.225,0.3144,13.11,0.840,1.61,330.23,268.45,137.00,0.7266,2460411.97,Y,N
